Customer_ID,Age,Gender,Tenure,Balance,CreditScore,EstimatedSalary,NumOfProducts,IsActiveMember,Churn
38554,21,,4,129569,763,87609,1,,1
38555,32,,0,30719,400,135501,3,,1
38556,68,,6,13460,555,139033,3,,0
38557,64,,3,192179,640,38114,3,,0
38558,31,,0,119732,351,93631,4,,1
38559,47,,4,131212,770,74664,4,,0
38560,65,,5,37578,515,27080,2,,0
38561,59,,10,104089,807,118570,3,,0
38562,41,,5,162809,504,62316,3,,1
38563,63,,7,191523,689,51971,2,,1
38564,69,,10,109395,335,34792,3,,0
38565,60,,4,168314,498,144073,2,,1
38566,51,,7,100889,786,95326,2,,0
38567,36,,4,125062,572,39033,2,,0
38568,20,,9,145292,850,88867,4,,1
38569,21,,6,100253,330,85049,1,,1
38570,28,,9,16570,453,97091,4,,1
38571,30,,0,150348,867,24683,2,,1
38572,67,,5,9821,668,105923,3,,0
38573,35,,2,88493,557,59237,4,,0
38574,36,,1,36783,824,65215,2,,1
38575,61,,3,48887,395,76995,4,,1
38576,50,,2,34398,604,87345,3,,0
38577,55,,3,81159,601,102841,4,,0
38578,20,,9,556,589,12091,1,,0
38579,66,,8,31327,592,106154,3,,0
38580,52,,5,66998,407,89697,4,,0
38581,18,,5,55289,447,147772,4,,1
38582,52,,1,58499,636,93253,3,,0
38583,53,,9,16976,440,46167,2,,0
38584,55,,1,116045,560,59285,2,,0
38585,56,,3,54507,524,98550,3,,0
38586,42,,8,33892,889,88552,3,,0
38587,57,,9,66070,345,107185,3,,0
38588,30,,3,188139,621,57417,4,,1
38589,21,,7,64314,334,71220,2,,1
38590,23,,0,18270,643,76030,1,,1
38591,28,,10,150980,367,43520,3,,0
38592,18,,5,122612,728,52458,4,,0
38593,25,,10,106242,446,74533,1,,0
38594,51,,2,134093,457,71223,2,,1
38595,57,,5,186866,411,126573,4,,1
38596,69,,10,55103,365,19410,4,,1
38597,26,,2,179999,825,63262,2,,1
38598,53,,8,154539,817,20315,4,,1
38599,66,,3,105961,789,23763,4,,1
38600,56,,4,118324,422,23324,3,,1
38601,59,,8,51915,436,54825,1,,1
38602,54,,3,154260,533,27131,4,,1
38603,59,,10,193859,597,37240,4,,0
38604,61,,4,104686,899,144960,2,,0
38605,38,,3,122744,552,97408,1,,1
38606,37,,8,89900,502,55838,4,,0
38607,55,,10,179749,895,81940,2,,0
38608,18,,4,4978,524,87028,3,,0
38609,52,,6,125755,443,53670,3,,1
38610,45,,3,37768,466,72817,2,,1
38611,24,,6,69394,609,125360,2,,0
38612,60,,10,18073,820,83780,4,,0
38613,61,,5,155294,539,123121,1,,0
38614,26,,8,85148,391,118478,4,,0
38615,18,,7,13501,345,60222,2,,0
38616,53,,6,58595,869,19914,4,,0
38617,51,,3,84554,610,138214,1,,0
38618,51,,3,114363,552,68932,3,,1
38619,34,,10,81388,348,68704,4,,0
38620,70,,1,79304,847,132226,3,,0
38621,49,,7,131198,323,33144,3,,1
38622,19,,1,123018,549,56271,4,,0
38623,53,,3,154305,407,66452,1,,1
38624,42,,0,116074,720,39242,4,,0
38625,60,,2,194922,362,40785,1,,1
38626,68,,10,74408,670,122638,1,,0
38627,43,,3,108708,775,118295,3,,1
38628,62,,2,156682,476,84298,4,,1
38629,43,,3,193443,561,97065,3,,1
38630,38,,0,90853,773,38477,1,,0
38631,35,,1,10473,596,17726,2,,1
38632,46,,9,150740,741,20880,3,,1
38633,68,,5,30939,579,70616,1,,0
38634,41,,2,13741,595,32173,1,,1
38635,64,,1,5827,544,95655,1,,0
38636,45,,8,120887,560,125711,4,,1
38637,29,,6,151241,769,144777,2,,0
38638,28,,2,65266,672,123223,4,,0
38639,44,,0,42887,691,77932,2,,1
38640,40,,1,157294,527,132756,2,,1
38641,50,,10,52146,694,93006,3,,0
38642,33,,7,184001,485,72935,2,,0
38643,45,,5,100209,523,71578,1,,0
38644,45,,8,138967,841,25534,4,,0
38645,62,,8,190090,822,73063,2,,0
38646,55,,9,93716,885,40941,2,,0
38647,23,,5,184699,480,94231,2,,0
38648,59,,3,110028,878,24135,1,,1
38649,46,,0,138216,890,56568,4,,1
38650,51,,6,28442,414,125801,1,,1
38651,20,,6,67543,844,132362,1,,0
38652,23,,10,135660,482,134042,1,,0
38653,65,,1,46692,878,22331,1,,1
38654,55,,4,20720,518,83499,1,,0
38655,30,,4,150295,774,47578,3,,1
38656,53,,5,195721,809,115217,4,,1
38657,32,,10,18696,329,24673,1,,0
38658,23,,2,184222,377,39819,1,,1
38659,50,,2,86165,502,55217,4,,1
38660,58,,10,3588,787,55526,1,,0
38661,29,,7,121548,671,129993,2,,1
38662,60,,2,198789,858,63296,2,,0
38663,30,,0,169524,475,142187,2,,1
38664,50,,2,174434,543,62240,2,,1
38665,68,,9,145105,587,135020,3,,1
38666,45,,0,117651,561,40291,1,,0
38667,70,,5,154882,399,119194,3,,0
38668,53,,6,66804,837,59889,4,,0
38669,22,,9,53461,377,111237,1,,1
38670,42,,6,29656,853,20343,1,,0
38671,34,,7,97724,715,53554,1,,0
38672,54,,7,120561,388,52052,2,,0
38673,36,,1,148546,469,31988,1,,1
38674,52,,10,82422,766,45241,3,,0
38675,60,,2,137370,776,127675,3,,0
38676,51,,0,90861,777,51157,3,,0
38677,63,,0,76888,655,27090,1,,1
38678,23,,3,37449,366,47023,3,,0
38679,36,,10,150397,856,57325,4,,0
38680,18,,6,83396,821,144957,3,,0
38681,24,,4,142820,540,60579,4,,0
38682,51,,5,45130,839,47344,4,,0
38683,36,,8,21833,895,109456,3,,0
38684,50,,5,44816,606,104828,3,,0
38685,43,,4,52406,742,87761,3,,0
38686,58,,3,109769,630,83026,3,,0
38687,70,,10,78247,807,142558,1,,0
38688,66,,4,141713,751,18628,4,,0
38689,59,,3,142415,351,45208,4,,0
38690,44,,5,177649,493,42360,1,,1
38691,55,,5,120880,839,63310,2,,0
38692,43,,2,87789,879,53212,2,,0
38693,52,,8,31404,512,148134,3,,0
38694,37,,10,105733,501,78796,4,,1
38695,41,,10,58416,730,70871,1,,0
38696,64,,9,95294,673,139682,2,,0
38697,38,,6,16144,817,26826,4,,0
38698,43,,7,62288,531,104307,3,,0
38699,37,,4,8052,587,100192,2,,0
38700,23,,8,102405,833,36479,3,,0
38701,20,,9,130597,556,18607,3,,1
38702,27,,1,64711,492,51608,4,,1
38703,29,,9,11403,660,45538,4,,0
38704,50,,5,12338,886,35892,1,,0
38705,39,,8,7632,718,61881,3,,0
38706,33,,0,139407,475,80557,2,,1
38707,34,,7,133101,600,78676,1,,0
38708,27,,9,72966,350,107720,3,,1
38709,29,,2,132955,491,149461,1,,1
38710,36,,5,168401,869,113609,2,,0
38711,57,,7,101909,786,64885,4,,0
38712,40,,1,98357,584,10016,3,,0
38713,57,,7,85150,474,104822,2,,1
38714,27,,5,97928,404,122341,4,,0
38715,27,,2,73720,694,112067,2,,1
38716,67,,1,119304,669,137530,3,,0
38717,27,,6,189201,339,120879,4,,0
38718,56,,3,86323,686,35518,1,,0
38719,47,,1,5081,774,53003,1,,0
38720,21,,8,48654,504,55850,2,,0
38721,18,,7,87760,322,59498,2,,0
38722,60,,9,56733,452,112219,1,,1
38723,36,,2,192355,418,87066,4,,1
38724,22,,4,143642,452,68970,3,,1
38725,47,,8,132431,622,42883,4,,0
38726,43,,7,15215,811,38209,4,,0
38727,57,,2,88759,645,103467,1,,0
38728,51,,4,173253,711,98719,4,,0
38729,19,,4,17560,568,45636,4,,0
38730,41,,0,176291,867,88343,2,,1
38731,31,,8,175013,528,80178,4,,1
38732,58,,9,89441,723,81860,2,,0
38733,59,,0,85500,487,139899,3,,1
38734,30,,10,79035,616,141023,1,,0
38735,46,,2,122146,316,124516,4,,1
38736,18,,8,41359,508,80035,1,,0
38737,63,,8,105672,561,130727,2,,0
38738,51,,2,162395,866,26731,1,,1
38739,21,,3,117740,520,48754,1,,0
38740,45,,9,121674,626,36366,4,,1
38741,36,,5,123726,870,72317,3,,0
38742,18,,2,52023,888,94767,1,,0
38743,53,,9,65246,400,70393,1,,1
38744,60,,6,177056,405,129125,1,,1
38745,30,,2,171180,498,15736,4,,1
38746,67,,7,102347,612,54038,4,,0
38747,59,,5,41790,489,31140,3,,1
38748,22,,9,75606,571,139636,2,,0
38749,50,,4,187218,740,106131,4,,0
38750,31,,4,159717,480,103574,4,,1
38751,33,,7,196100,448,88805,3,,0
38752,49,,2,134939,587,106525,2,,1
38753,67,,5,73070,668,37323,2,,0
38754,44,,4,65163,605,62714,1,,0
38755,52,,0,158200,763,99076,3,,1
38756,20,,4,83345,838,55724,3,,0
38757,21,,2,100351,720,10822,3,,0
38758,24,,2,52766,628,60730,1,,1
38759,30,,10,107810,527,143198,3,,1
38760,58,,1,104710,609,146863,3,,0
38761,20,,10,61782,742,109880,4,,0
38762,34,,4,23027,528,71971,4,,0
38763,64,,7,95327,515,76439,4,,0
38764,27,,9,1137,398,72632,1,,0
38765,64,,0,186163,347,114430,4,,1
38766,18,,1,94085,767,65756,4,,1
38767,45,,0,30511,735,36787,3,,0
38768,70,,5,8621,490,30149,3,,0
38769,27,,5,98345,540,114082,2,,0
38770,24,,6,143628,768,110751,1,,0
38771,56,,3,13648,538,86713,3,,0
38772,20,,9,7208,392,127733,4,,1
38773,24,,8,76616,304,61205,4,,1
38774,26,,7,119829,802,133569,1,,1
38775,57,,0,166798,656,57254,3,,1
38776,52,,1,55390,668,47120,4,,1
38777,43,,4,122445,367,90983,1,,0
38778,22,,4,83908,797,90962,1,,0
38779,30,,9,187525,399,32309,2,,0
38780,62,,2,79553,534,113473,1,,1
38781,47,,1,94899,669,82598,4,,1
38782,57,,1,50036,599,127297,4,,0
38783,67,,2,55525,665,81808,1,,1
38784,56,,7,167149,324,127824,1,,0
38785,27,,2,5017,416,49659,3,,1
38786,59,,8,5645,838,59982,2,,0
38787,40,,1,39750,879,106158,1,,0
38788,28,,1,146063,849,34852,1,,0
38789,29,,8,57394,356,136419,3,,1
38790,30,,3,40865,885,46358,4,,0
38791,57,,10,15725,868,130702,4,,0
38792,66,,7,43349,555,121138,3,,0
38793,63,,10,114646,333,146733,2,,0
38794,66,,8,21470,391,42565,1,,1
38795,68,,1,38276,679,23561,2,,0
38796,33,,1,71032,805,33294,4,,1
38797,26,,9,122782,341,143087,1,,1
38798,69,,7,195409,875,92438,2,,1
38799,27,,5,175411,556,73133,1,,0
38800,46,,8,19505,433,92722,3,,1
38801,26,,9,55311,735,122709,2,,0
38802,50,,4,100152,656,21843,3,,1
38803,41,,1,43600,338,134115,1,,1
38804,52,,4,31184,343,15803,1,,1
38805,28,,2,194167,394,105082,4,,1
38806,56,,0,120369,896,96089,1,,0
38807,67,,2,172602,530,71472,3,,1
38808,30,,0,49277,449,26574,2,,1
38809,40,,6,28929,625,142970,4,,0
38810,42,,3,112960,391,134436,2,,0
38811,67,,0,169266,792,120618,4,,0
38812,33,,3,73148,521,135599,1,,0
38813,65,,5,141245,708,100279,2,,0
38814,38,,10,9354,529,72190,2,,0
38815,27,,3,67557,750,113380,4,,0
38816,58,,3,140500,444,23635,2,,1
38817,57,,9,113149,871,145881,4,,1
38818,36,,6,26593,471,21835,1,,1
38819,52,,10,195509,551,143450,2,,0
38820,45,,1,54071,606,139901,3,,1
38821,58,,2,33653,884,119484,4,,0
38822,19,,6,16484,657,137022,4,,0
38823,68,,4,5492,819,87167,1,,0
38824,47,,2,130568,859,95566,4,,0
38825,57,,1,17799,578,65891,1,,0
38826,67,,2,60815,523,111906,4,,1
38827,57,,1,83575,866,94657,4,,1
38828,22,,9,162743,830,126837,4,,0
38829,55,,9,150263,362,20836,4,,0
38830,59,,4,54230,418,149903,2,,1
38831,32,,1,123087,704,58385,4,,0
38832,53,,2,136756,736,111802,3,,0
38833,20,,5,190289,762,140788,3,,1
38834,41,,1,11277,499,54214,4,,1
38835,58,,2,64432,703,89213,1,,1
38836,65,,2,13256,526,30987,2,,1
38837,65,,4,184625,723,16875,2,,1
38838,64,,5,82418,774,70679,2,,0
38839,58,,6,59399,601,108149,3,,0
38840,66,,8,44895,715,144236,2,,0
38841,70,,2,113245,756,34123,3,,0
38842,29,,5,148096,598,135122,1,,0
38843,25,,6,84303,651,77072,4,,0
38844,31,,3,118589,526,22955,1,,1
38845,35,,2,7671,407,72325,3,,1
38846,61,,9,144716,447,26818,1,,1
38847,63,,8,40426,443,63333,3,,1
38848,37,,2,147522,440,103136,4,,1
38849,40,,1,138559,771,68604,2,,0
38850,22,,2,59731,739,67542,1,,0
38851,18,,6,19887,562,57982,2,,0
38852,62,,6,138295,339,57100,4,,1
38853,63,,8,129857,605,98238,1,,0
38854,19,,7,121256,820,127002,4,,0
38855,33,,5,159648,673,146978,1,,1
38856,22,,4,94201,653,16728,3,,0
38857,39,,8,9486,459,105265,1,,0
38858,18,,5,183983,733,116374,4,,1
38859,29,,6,5214,500,30487,4,,0
38860,36,,6,143606,636,98577,3,,1
38861,39,,3,103760,414,126200,4,,1
38862,59,,2,106021,502,132824,1,,1
38863,61,,1,42331,700,125672,2,,0
38864,68,,9,106987,810,19210,1,,1
38865,65,,8,28578,669,146725,1,,0
38866,34,,8,93389,736,42003,4,,0
38867,30,,1,165188,685,46894,1,,1
38868,56,,5,92820,487,38977,1,,1
38869,45,,3,197,698,34004,4,,0
38870,20,,1,52127,753,138428,4,,0
38871,22,,9,33061,689,81990,2,,0
38872,53,,2,71258,619,81933,3,,0
38873,32,,0,168071,567,53100,2,,0
38874,34,,5,57875,396,22669,4,,1
38875,61,,10,169708,314,113233,1,,0
38876,63,,8,854,776,131642,3,,0
38877,46,,9,23482,434,132057,2,,1
38878,21,,8,46879,354,144183,4,,1
38879,49,,3,19282,491,34718,1,,0
38880,66,,2,186028,588,107101,3,,1
38881,60,,0,151117,412,143724,4,,1
38882,55,,0,66256,522,99711,2,,0
38883,21,,1,70202,475,132543,4,,1
38884,30,,3,91506,687,142448,1,,0
38885,37,,9,5542,605,69059,4,,0
38886,64,,6,42100,446,62007,1,,0
38887,35,,7,125702,355,101040,4,,1
38888,66,,6,79552,416,136594,1,,0
38889,68,,4,184911,539,23776,3,,0
38890,59,,1,1196,373,17926,4,,1
38891,54,,2,121475,811,109330,3,,0
38892,29,,5,86994,811,135280,3,,0
38893,42,,3,122573,650,64688,1,,1
38894,47,,0,42977,759,103575,1,,0
38895,32,,0,114710,418,79443,3,,1
38896,53,,0,179734,674,11175,1,,1
38897,25,,2,110574,865,39238,3,,1
38898,45,,10,173976,517,25624,1,,1
38899,69,,10,142333,415,105358,3,,0
38900,39,,2,150621,416,136124,1,,1
38901,66,,3,62809,502,142677,3,,0
38902,55,,4,141519,811,15012,2,,1
38903,33,,3,189604,361,142419,1,,0
38904,22,,10,82900,395,10059,4,,1
38905,63,,10,702,621,87230,1,,0
38906,51,,0,186148,568,15864,2,,1
38907,66,,5,64884,643,44634,1,,0
38908,55,,10,150905,454,23114,1,,0
38909,28,,3,26425,601,96286,3,,0
38910,19,,6,126126,597,121641,2,,1
38911,42,,1,74550,406,79843,1,,1
38912,42,,6,199527,874,77304,4,,0
38913,18,,7,117280,792,86100,3,,0
38914,48,,5,98684,623,50892,2,,0
38915,22,,4,35479,794,82855,3,,0
38916,57,,4,63368,682,18683,3,,0
38917,21,,10,148325,362,46617,2,,0
38918,68,,7,96019,604,71668,2,,0
38919,22,,2,140665,899,12610,2,,0
38920,22,,5,187109,629,78028,4,,1
38921,33,,8,112717,579,13824,1,,1
38922,35,,4,194364,576,99891,4,,0
38923,60,,5,18074,339,71288,2,,1
38924,34,,10,174475,531,65328,1,,0
38925,52,,10,93696,648,42503,2,,0
38926,35,,8,173599,732,68295,1,,1
38927,21,,2,75211,616,36540,2,,1
38928,68,,10,134653,648,91055,1,,1
38929,48,,8,154361,490,19655,1,,1
38930,48,,9,132783,413,105888,1,,1
38931,26,,0,135820,396,117062,2,,1
38932,48,,8,22629,451,136223,3,,1
38933,22,,5,103213,849,94780,3,,0
38934,53,,7,154451,620,149672,1,,0
38935,33,,8,194102,777,75737,2,,0
38936,59,,2,68437,509,69110,4,,0
38937,58,,3,104041,735,28290,1,,0
38938,33,,1,151152,549,47683,4,,0
38939,37,,4,6383,422,34214,2,,1
38940,47,,8,138678,607,100491,3,,1
38941,43,,10,173921,768,124574,2,,0
38942,66,,0,180833,420,34501,1,,1
38943,48,,0,103598,452,105133,4,,1
38944,67,,0,198719,617,60801,3,,1
38945,32,,4,4534,568,18322,4,,0
38946,69,,3,32618,710,54314,1,,0
38947,58,,1,107338,842,95417,1,,1
38948,55,,0,14149,566,84810,2,,1
38949,55,,3,132154,762,88132,1,,1
38950,60,,0,151068,821,73583,2,,0
38951,37,,2,157508,751,109750,3,,1
38952,52,,5,77134,553,75915,3,,0
38953,40,,10,25542,825,121625,1,,0
38954,61,,5,192933,324,14217,4,,1
38955,64,,2,180930,718,122489,1,,0
38956,56,,3,35717,572,85170,1,,0
38957,42,,1,146411,378,25155,1,,1
38958,67,,8,181264,307,89758,3,,1
38959,39,,0,152515,454,47441,1,,1
38960,64,,4,23380,543,18563,3,,0
38961,25,,2,69506,315,107808,1,,1
38962,26,,0,132483,846,32603,2,,0
38963,32,,2,101071,593,149459,3,,0
38964,65,,5,49367,699,54297,3,,0
38965,37,,3,56671,885,142305,1,,0
38966,52,,9,13646,519,61640,3,,0
38967,54,,6,27035,381,13022,2,,1
38968,20,,1,90438,879,122953,2,,0
38969,51,,1,96805,846,127972,4,,1
38970,51,,5,42264,601,62305,4,,0
38971,53,,6,145498,527,37484,1,,1
38972,52,,7,33672,765,62362,2,,0
38973,26,,7,74668,353,48246,2,,1
38974,47,,2,135359,364,78703,2,,1
38975,43,,8,70226,333,57621,2,,1
38976,29,,10,186705,427,58554,1,,1
38977,41,,6,164065,312,131028,2,,1
38978,58,,4,166964,471,115477,1,,1
38979,36,,7,128138,406,76128,4,,1
38980,61,,2,126668,890,48476,4,,1
38981,33,,5,142726,634,125783,4,,1
38982,43,,5,147882,864,97948,4,,1
38983,40,,8,113534,631,83215,2,,0
38984,50,,2,175028,367,78807,2,,1
38985,59,,6,191981,662,148580,1,,0
38986,47,,2,97793,424,149693,3,,1
38987,40,,4,116621,645,61379,1,,1
38988,27,,4,131889,527,96776,4,,1
38989,53,,8,70316,699,46556,1,,0
38990,48,,4,85428,604,129058,2,,0
38991,60,,2,11232,368,29041,3,,1
38992,39,,1,156834,745,138193,2,,1
38993,60,,4,180814,363,63186,3,,0
38994,60,,1,124403,306,113542,2,,1
38995,55,,8,171631,365,104309,3,,1
38996,64,,0,63830,724,67669,2,,1
38997,19,,5,103036,610,60917,2,,1
38998,70,,1,124317,776,144153,4,,0
38999,40,,0,105766,415,90583,1,,1
39000,52,,2,191519,857,67235,3,,0
39001,54,,1,112442,571,17964,2,,0
39002,49,,4,121127,720,54197,3,,1
39003,60,,5,163565,486,86265,4,,0
39004,70,,2,55847,441,38015,4,,1
39005,29,,2,114823,636,130595,2,,1
39006,52,,1,53626,625,77149,2,,1
39007,58,,5,125588,348,136035,3,,0
39008,20,,7,54624,338,43885,3,,0
39009,51,,9,27023,582,117400,4,,0
39010,55,,10,68568,637,142022,2,,0
39011,41,,3,75483,811,40076,4,,0
39012,55,,5,113639,665,25363,2,,0
39013,34,,4,121372,382,105905,1,,0
39014,57,,9,129631,891,118826,3,,1
39015,18,,8,16665,396,109851,4,,0
39016,25,,0,55226,368,122797,1,,1
39017,32,,4,56775,465,144780,3,,0
39018,67,,8,121840,424,17448,1,,1
39019,62,,8,196248,535,127622,4,,0
39020,42,,8,121472,442,72984,4,,0
39021,25,,10,81854,451,58863,3,,1
39022,69,,3,97770,838,24988,1,,0
39023,49,,1,164299,527,101336,1,,1
39024,67,,8,67589,668,32327,4,,0
39025,30,,3,135981,621,65034,2,,1
39026,63,,3,115581,425,42033,1,,1
39027,32,,7,15302,313,15834,1,,0
39028,23,,5,189922,830,140220,3,,0
39029,50,,7,69328,616,79691,4,,0
39030,24,,3,106657,464,142845,4,,0
39031,50,,2,61308,574,110917,2,,1
39032,64,,4,7284,376,81491,4,,0
39033,46,,2,96791,420,115012,2,,1
39034,55,,9,131429,491,97625,1,,0
39035,54,,5,11246,347,123730,4,,1
39036,61,,10,195415,765,79446,4,,1
39037,49,,0,175718,812,120669,3,,0
39038,20,,7,72982,365,43018,4,,1
39039,37,,2,100737,777,118489,2,,1
39040,31,,5,181794,568,96800,4,,0
39041,45,,8,19936,705,51392,1,,0
39042,55,,6,68208,594,97157,2,,0
39043,21,,3,129968,686,38519,4,,1
39044,32,,1,24878,812,56971,4,,1
39045,34,,3,59403,728,99472,3,,0
39046,54,,9,135710,319,30875,1,,1
39047,41,,4,80648,602,90636,4,,0
39048,55,,6,196299,711,51780,4,,0
39049,59,,6,7423,349,38174,1,,1
39050,58,,4,14374,389,120845,3,,1
39051,53,,7,128926,839,104634,4,,1
39052,58,,2,52407,339,106426,3,,1
39053,25,,8,75715,419,18529,3,,1
39054,20,,0,93716,699,86090,1,,1
39055,47,,1,119938,568,61911,1,,1
39056,39,,9,115834,725,107722,3,,1
39057,69,,8,143565,617,88108,3,,1
39058,50,,0,82633,506,18906,4,,0
39059,42,,9,196687,476,83374,4,,1
39060,69,,2,36067,766,61620,3,,1
39061,47,,10,52987,797,35194,1,,0
39062,54,,1,59824,800,134184,4,,0
39063,20,,6,26202,887,69033,1,,0
39064,21,,10,64277,819,23878,2,,0
39065,46,,7,140423,876,85689,2,,0
39066,49,,0,185044,688,122835,1,,0
39067,40,,10,79283,430,71651,1,,0
39068,36,,4,45594,454,120277,1,,0
39069,32,,5,188848,870,40736,2,,1
39070,68,,6,33149,696,83490,2,,0
39071,33,,9,52784,379,117125,1,,0
39072,40,,1,134357,452,17106,2,,1
39073,57,,2,181765,580,46241,4,,1
39074,63,,8,123996,740,135072,3,,0
39075,54,,6,168423,603,75102,1,,1
39076,18,,1,25692,697,119549,4,,0
39077,36,,5,166210,464,120295,4,,1
39078,54,,10,68645,757,119959,3,,0
39079,52,,1,81239,348,13258,1,,1
39080,47,,6,173474,463,80958,1,,0
39081,34,,0,15517,412,61977,1,,1
39082,56,,8,135054,712,113928,4,,0
39083,66,,7,37163,330,131868,4,,0
39084,43,,3,48392,634,14332,3,,0
39085,30,,9,137174,317,149479,3,,1
39086,39,,8,3862,619,27271,3,,0
39087,63,,8,194644,488,41575,4,,0
39088,40,,9,12309,685,78128,2,,0
39089,61,,0,62254,692,148721,1,,0
39090,60,,1,189212,727,110727,2,,0
39091,50,,2,74017,691,15487,3,,0
39092,44,,7,121294,350,144689,2,,1
39093,52,,1,152780,472,62436,4,,1
39094,29,,3,124897,321,112107,4,,1
39095,26,,4,86762,846,92860,2,,0
39096,51,,5,58977,473,47364,1,,0
39097,31,,8,26928,300,53775,4,,0
39098,54,,5,190632,409,36230,1,,1
39099,20,,6,35247,550,112421,1,,0
39100,61,,9,192834,547,31340,1,,1
39101,61,,7,97192,608,127912,4,,0
39102,38,,2,13918,876,108440,2,,1
39103,24,,6,41839,502,120874,2,,0
39104,50,,0,10518,838,148299,1,,1
39105,52,,9,153537,582,42061,1,,0
39106,28,,8,169709,375,53379,2,,0
39107,62,,3,16042,553,123757,4,,0
39108,49,,3,23287,693,144164,1,,0
39109,39,,0,86614,776,62638,1,,1
39110,59,,7,116248,784,86719,4,,0
39111,36,,8,171538,556,81143,1,,0
39112,53,,4,114611,608,103678,1,,1
39113,54,,7,163304,487,114576,3,,0
39114,28,,3,74692,676,76557,4,,0
39115,58,,3,117197,576,121509,3,,1
39116,30,,1,199972,881,118162,2,,0
39117,45,,8,186901,335,86842,4,,0
39118,66,,9,48377,369,84989,1,,0
39119,32,,10,164082,744,102424,2,,1
39120,30,,3,130958,515,44347,2,,1
39121,70,,10,74725,899,112910,4,,0
39122,60,,6,82000,363,145038,3,,0
39123,50,,4,101541,405,40883,1,,1
39124,25,,5,114765,498,108326,4,,0
39125,49,,1,171587,604,13288,1,,1
39126,54,,8,104878,591,98971,3,,0
39127,65,,4,48972,395,57799,4,,1
39128,21,,7,155223,454,92062,4,,1
39129,68,,9,68858,721,87520,2,,0
39130,35,,10,18447,333,24503,1,,1
39131,40,,5,66349,444,113654,3,,1
39132,46,,2,20637,486,121553,2,,1
39133,19,,4,44477,329,59117,2,,0
39134,30,,4,185349,388,68744,2,,0
39135,33,,0,173027,859,96478,2,,0
39136,25,,4,98133,706,89990,2,,0
39137,36,,6,169611,853,23853,4,,1
39138,49,,3,11664,846,70624,2,,0
39139,20,,2,125692,805,96665,1,,1
39140,68,,0,90279,580,22949,2,,1
39141,66,,5,102637,383,115259,4,,0
39142,49,,2,156837,642,135089,3,,1
39143,58,,0,58177,737,121942,3,,0
39144,38,,4,160817,709,66028,2,,1
39145,42,,4,185563,887,107247,2,,1
39146,70,,10,55201,404,75312,4,,0
39147,34,,9,64475,735,120674,3,,0
39148,42,,2,70059,723,21908,1,,0
39149,50,,0,111572,826,78598,1,,0
39150,48,,1,11675,326,34102,4,,1
39151,53,,5,29369,462,120804,4,,1
39152,40,,2,168414,629,31891,2,,1
39153,64,,9,68585,609,75177,1,,0
39154,61,,9,150123,484,96131,2,,0
39155,42,,3,185384,845,62345,4,,1
39156,66,,7,40724,471,116943,1,,1
39157,61,,9,72572,733,26683,2,,0
39158,65,,7,183059,324,49184,4,,1
39159,47,,3,165370,548,66910,2,,1
39160,30,,8,146469,752,142727,4,,1
39161,60,,2,115590,827,14750,1,,1
39162,64,,6,21274,400,11610,2,,0
39163,46,,7,164006,703,52071,1,,1
39164,33,,3,138657,777,31304,3,,1
39165,55,,3,69729,463,14792,3,,0
39166,44,,5,97225,495,20608,1,,1
39167,43,,3,179054,783,93554,3,,1
39168,28,,1,65098,488,46430,1,,1
39169,64,,2,3207,588,89274,2,,0
39170,54,,0,65092,684,95945,3,,1
39171,20,,7,121160,841,10623,1,,1
39172,43,,8,145166,725,59307,4,,0
39173,51,,0,140768,507,72397,2,,0
39174,50,,4,38809,686,36918,1,,0
39175,32,,10,39531,712,10487,1,,0
39176,19,,5,47189,637,21269,4,,0
39177,45,,2,40849,428,72729,1,,1
39178,37,,1,166874,682,108029,3,,1
39179,55,,2,94927,782,63946,3,,0
39180,61,,3,135676,801,120011,3,,1
39181,70,,4,8973,412,120145,3,,1
39182,33,,7,74292,503,20434,2,,0
39183,63,,8,189813,631,147409,2,,1
39184,21,,8,119740,483,59989,4,,0
39185,25,,4,41985,794,131874,4,,0
39186,61,,0,31074,895,146655,1,,0
39187,63,,7,2618,842,134954,4,,0
39188,37,,6,69947,514,82384,2,,0
39189,43,,9,66421,709,103506,1,,0
39190,49,,6,47345,367,107922,1,,0
39191,30,,6,195309,643,112025,2,,1
39192,22,,9,76057,724,56909,1,,0
39193,61,,3,25798,770,109229,2,,0
39194,59,,0,172723,667,118295,3,,1
39195,70,,9,11158,629,37348,4,,0
39196,68,,7,188048,862,70939,3,,0
39197,30,,1,76730,691,87089,1,,1
39198,58,,2,153741,819,77869,4,,1
39199,28,,6,29287,657,81588,3,,0
39200,54,,5,172659,856,51450,3,,0
39201,49,,1,130301,669,106284,3,,1
39202,62,,1,166825,739,82833,3,,0
39203,59,,0,69041,426,102996,4,,1
39204,35,,8,39431,335,112373,1,,0
39205,46,,1,112369,741,131702,2,,1
39206,32,,5,161273,777,109361,3,,1
39207,37,,4,41211,386,124174,1,,1
39208,61,,10,110571,599,12367,4,,0
39209,53,,10,132218,671,53472,1,,1
39210,22,,3,141943,374,31975,4,,1
39211,57,,10,54352,343,41102,4,,0
39212,54,,3,30223,800,81869,2,,0
39213,50,,8,163594,521,148636,1,,0
39214,35,,3,193084,361,13575,3,,1
39215,36,,4,84133,410,73050,1,,0
39216,68,,10,196925,373,120993,4,,1
39217,49,,0,20429,867,43930,3,,0
